Site,Date,Plot,Species,% Cover,Notes,Block,Shelter,Plot_number,Population,Treatment,Scientific_Name,Native_Status,Growth_Habit,Growth_2,Perenniality,Rating,Rating_2,Source
OTL,4/14/25,G7,ESCCAL,4,4,2,G,7,ANGELO,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/14/25,G7,UNK-CAR,2,1,2,G,7,ANGELO,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G7,DANCAL,1,1,2,G,7,ANGELO,Control,Danthonia californica,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/14/25,G7,CLAPUR,1,1,2,G,7,ANGELO,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G7,LACSER,1,1,2,G,7,ANGELO,Control,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G8,Bare,9,NA,2,G,8,BORR,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G8,Litter,0,NA,2,G,8,BORR,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G8,AVEBAR,3,4,2,G,8,BORR,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G8,BRODIA,6,3,2,G,8,BORR,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G8,BROHOR,5,3,2,G,8,BORR,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G8,CLAPUR,1,4,2,G,8,BORR,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G8,TRIHIR,1,2,2,G,8,BORR,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G8,VISCAT,4,5,2,G,8,BORR,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G8,TORARV,5,1,2,G,8,BORR,Control,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G8,MADGRA,7,1,2,G,8,BORR,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G8,GERDIS,1,6,2,G,8,BORR,Control,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G8,DAUPUS,1,1,2,G,8,BORR,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G8,UNK-CAR,1,1,2,G,8,BORR,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G8,GALPAR,1,6,2,G,8,BORR,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G8,EROBOT,1,6,2,G,8,BORR,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G3,Bare,31,NA,2,G,3,SEDG,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G3,Litter,5,NA,2,G,3,SEDG,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G3,AVEBAR,1,3,2,G,3,SEDG,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G3,BROHOR,3,5,2,G,3,SEDG,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G3,BRODIA,5,6,2,G,3,SEDG,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G3,BROMAD,2,9,2,G,3,SEDG,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/14/25,G3,STIPUL,6,4,2,G,3,SEDG,Control,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/14/25,G3,CORFIL,6,1,2,G,3,SEDG,Control,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/14/25,G3,MICCAL,1,6,2,G,3,SEDG,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G3,CENMEL,1,1,2,G,3,SEDG,Control,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G3,LACSER,1,1,2,G,3,SEDG,Control,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G3,EPI-1,1,1,2,G,3,SEDG,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G3,UNK-CAR,1,1,2,G,3,SEDG,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G4,Bare,50,NA,2,G,4,WWP,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G4,Litter,1,1,2,G,4,WWP,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G4,AVEBAR,7,3,2,G,4,WWP,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G4,BRODIA,4,2,2,G,4,WWP,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G4,BROMAD,3,5,2,G,4,WWP,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/14/25,G4,BROARE,2,8,2,G,4,WWP,Control,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G4,EROCIC,1,6,2,G,4,WWP,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G4,AMSMEN,1,8,2,G,4,WWP,Control,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G4,SALCOL,1,5,2,G,4,WWP,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G4,UNK-CAR,1,1,2,G,4,WWP,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G5,Bare,9,NA,2,G,5,MCL,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G5,Litter,1,NA,2,G,5,MCL,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G5,AVEBAR,3,4,2,G,5,MCL,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G5,BRODIA,11,2,2,G,5,MCL,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G5,BROHOR,1,5,2,G,5,MCL,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G5,BROMAD,1,5,2,G,5,MCL,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/14/25,G5,UNK-CAR,1,1,2,G,5,MCL,Control,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G5,PLAERE,3,8,2,G,5,MCL,Control,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G5,TRIHIR,3,2,2,G,5,MCL,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/14/25,G5,MICCAL,1,6,2,G,5,MCL,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G5,CLAPUR,1,2,2,G,5,MCL,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G5,ELYCAP,1,1,2,G,5,MCL,Control,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/14/25,G5,HOLVIR,1,1,2,G,5,MCL,Control,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/14/25,G5,LUPBIC,1,6,2,G,5,MCL,Control,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/14/25,G5,EROBOT,1,5,2,G,5,MCL,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G5,GALPAR,3,1,2,G,5,MCL,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/14/25,G6,Bare,2,NA,2,G,6,ANGELO,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G6,Litter,0,NA,2,G,6,ANGELO,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/14/25,G6,AVEBAR,5,3,2,G,6,ANGELO,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/14/25,G6,BRODIA,5,2,2,G,6,ANGELO,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C4,BRODIA,11,4,3,C,4,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C4,BROHOR,4,5,3,C,4,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C4,MADGRA,8,4,3,C,4,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C4,TRIHIR,3,1,3,C,4,BORR,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C4,TORARV,5,1,3,C,4,BORR,Drought,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C4,VISCAT,4,1,3,C,4,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C4,EROBOT,3,6,3,C,4,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C4,CLAPUR,1,4,3,C,4,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C4,DAUPUS,1,1,3,C,4,BORR,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C4,EPi-1,1,1,3,C,4,BORR,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C4,GERDIS,1,6,3,C,4,BORR,Drought,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C5,Bare,10,NA,3,C,5,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C5,Litter,4,NA,3,C,5,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C5,AVEBAR,7,4,3,C,5,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C5,BRODIA,6,4,3,C,5,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C5,BROHOR,4,5,3,C,5,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C5,EROBOT,3,6,3,C,5,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C5,VISCAT,3,6,3,C,5,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C5,TRIHIR,2,4,3,C,5,BORR,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C5,CLAPUR,1,6,3,C,5,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C5,DAUPUS,1,4,3,C,5,BORR,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C5,TORARV,1,1,3,C,5,BORR,Drought,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C5,MADGRA,3,4,3,C,5,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C5,EPI-1,1,1,3,C,5,BORR,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C6,Bare,6,NA,3,C,6,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C6,Litter,8,NA,3,C,6,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C6,AVEBAR,25,5,3,C,6,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C6,BRODIA,7,4,3,C,6,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C6,BROMAD,2,7,3,C,6,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,C6,BROARE,3,9,3,C,6,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C6,EROCIC,7,5,3,C,6,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C6,PHATAN,10,7,3,C,6,WWP,Drought,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C6,LUPMIC,2,7,3,C,6,WWP,Drought,Lupinus microcarpus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,C6,MADGRA,1,5,3,C,6,WWP,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C6,ESCCAL,1,5,3,C,6,WWP,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,C6,SALCOL,1,2,3,C,6,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C6,CAUCOU,1,10,3,C,6,WWP,Drought,Caulanthus coulteri,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C6,BROHOR,1,5,3,C,6,WWP,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C6,EPI-1,1,1,3,C,6,WWP,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C7,Bare,25,NA,3,C,7,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C7,Litter,12,NA,3,C,7,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C7,AVEBAR,18,5,3,C,7,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C1,Bare,6,NA,3,C,1,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C1,Litter,11,NA,3,C,1,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C1,AVEBAR,5,5,3,C,1,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C1,BROHOR,3,5,3,C,1,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C1,BRODIA,9,2,3,C,1,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C1,BROMAD,1,6,3,C,1,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,C1,ELYCAP,10,1,3,C,1,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,C1,HOLVIR,6,1,3,C,1,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C1,TRIHIR,2,4,3,C,1,MCL,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C1,EROBOT,1,6,3,C,1,MCL,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C1,EPI-1,1,1,3,C,1,MCL,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C1,LUPBIC,1,9,3,C,1,MCL,Drought,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,C1,LACSER,1,1,3,C,1,MCL,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C1,CLAPUR,1,2,3,C,1,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C1,MICCAL,1,7,3,C,1,MCL,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C2,Bare,40,NA,3,C,2,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C2,Litter,25,NA,3,C,2,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C2,AVEBAR,8,5,3,C,2,SEDG,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C2,AVEFAT,2,6,3,C,2,SEDG,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C2,BRODIA,7,8,3,C,2,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C2,BROHOR,2,5,3,C,2,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C2,BROMAD,2,6,3,C,2,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,C2,CENMEL,8,2,3,C,2,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C2,CORFIL,6,1,3,C,2,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,C2,MICCAL,1,7,3,C,2,SEDG,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C2,STIPUL,2,4,3,C,2,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,C2,EPI-1,1,1,3,C,2,SEDG,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C2,EROCIC,2,5,3,C,2,SEDG,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C3,Bare,12,NA,3,C,3,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C3,Litter,5,NA,3,C,3,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C3,AVEBAR,8,4,3,C,3,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C3,BROHOR,9,4,3,C,3,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,C3,BRODIA,27,3,3,C,3,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,C3,MADGRA,3,1,3,C,3,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C3,ESCCAL,2,1,3,C,3,ANGELO,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,C3,DAUPUS,1,1,3,C,3,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C3,EPI-1,1,1,3,C,3,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C3,CLAPUR,1,2,3,C,3,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,C3,GALPAR,1,8,3,C,3,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C3,LASCER,1,1,3,C,3,ANGELO,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,C4,Bare,12,NA,3,C,4,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C4,Litter,9,NA,3,C,4,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,C4,AVEBAR,8,5,3,C,4,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D2,BROHOR,8,5,4,D,2,BORR,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D2,FROBOT,2,5,4,D,2,BORR,Control,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D2,VISCAT,5,1,4,D,2,BORR,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D2,GERDIS,9,5,4,D,2,BORR,Control,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D2,MADGRA,2,1,4,D,2,BORR,Control,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D2,DAUPUS,1,1,4,D,2,BORR,Control,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D2,EPI-1,1,1,4,D,2,BORR,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D2,TORARV,1,1,4,D,2,BORR,Control,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D2,CLAPUR,1,2,4,D,2,BORR,Control,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D2,LASCER,1,1,4,D,2,BORR,Control,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D2,TRIHIR,1,1,4,D,2,BORR,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D3,Bare,11,NA,4,D,3,WWP,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D3,Litter,1,NA,4,D,3,WWP,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D3,AVEBAR,25,5,4,D,3,WWP,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D3,BRODIA,2,4,4,D,3,WWP,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D3,BROARE,3,9,4,D,3,WWP,Control,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D3,BROMAD,2,7,4,D,3,WWP,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,D3,LUPMIC,27,6,4,D,3,WWP,Control,Lupinus microcarpus,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,D3,EROCIC,6,5,4,D,3,WWP,Control,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D3,AMSMEN,1,8,4,D,3,WWP,Control,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D3,BROHOR,1,2,4,D,3,WWP,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D3,HYPGLA,2,1,4,D,3,WWP,Control,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D3,EPI-1,1,1,4,D,3,WWP,Control,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D3,ESCCAL,2,1,4,D,3,WWP,Control,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,D3,PHATAN,2,8,4,D,3,WWP,Control,Phacelia tanacetifolia,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D3,SALCOL,1,4,4,D,3,WWP,Control,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D3,GALPAR,1,2,4,D,3,WWP,Control,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,D4,Bare,25,NA,4,D,4,MCL,Control,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D4,Litter,1,NA,4,D,4,MCL,Control,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,D4,AVEBAR,7,4,4,D,4,MCL,Control,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D4,BROHOR,1,4,4,D,4,MCL,Control,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D4,BRODIA,3,2,4,D,4,MCL,Control,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,D4,BROMAD,2,5,4,D,4,MCL,Control,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,D4,LUPBIC,7,6,4,D,4,MCL,Control,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,TRIHIR,6,2,4,D,4,MCL,Control,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,D4,HOLVIR,1,1,4,D,4,MCL,Control,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,D4,ELYCAP,6,1,4,D,4,MCL,Control,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
