Site,Date,Plot,Species,% Cover,Notes,
OTL,4/15/25,H2,CLAPUR,1,2,
OTL,4/15/25,H2,GALPAR,1,5,
OTL,4/15/25,H2,EPI-1,1,1,
OTL,4/15/25,H3,Bare,28,,
OTL,4/15/25,H3,Litter,1,,
OTL,4/15/25,H3,AVEBAR,1,3,
OTL,4/15/25,H3,BRODIA,2,5,
OTL,4/15/25,H3,BROMAD,1,5,
OTL,4/15/25,H3,BROARE,1,10,
OTL,4/15/25,H3,LUPMIC,45,6,
OTL,4/15/25,H3,EROCIC,5,5,
OTL,4/15/25,H3,SALCOL,1,6,
OTL,4/15/25,H3,LUPSUC,2,7,
OTL,4/15/25,H3,UNK-CAR,6,1,
OTL,4/15/25,H3,PHATAN,1,8,
OTL,4/15/25,H4,Bare,10,,
OTL,4/15/25,H4,Litter,1,,
OTL,4/15/25,H4,AVEBAR,5,3,
OTL,4/15/25,H4,BRODIA,4,2,
OTL,4/15/25,H4,BROHOR,4,4,
OTL,4/15/25,H4,BROMAD,1,5,
OTL,4/15/25,H4,PLAERE,5,8,
OTL,4/15/25,H4,ELYCAP,3,1,
OTL,4/15/25,H4,LUPBIC,10,6,
OTL,4/15/25,H4,EROBOT,2,5,
OTL,4/15/25,H4,MICCAL,1,5,
OTL,4/15/25,H4,HOLVIR,5,1,
OTL,4/15/25,H4,TRIHIR,3,2,
OTL,4/15/25,H4,CLAPUR,1,2,
OTL,4/15/25,H4,GALPAR,1,1,
OTL,4/15/25,H4,UNK-CAR,1,1,
OTL,4/15/25,H4,HYPGLA,1,2,
OTL,4/15/25,I3,EPI-1,1,1,
OTL,4/15/25,I3,EROCIC,2,5,
OTL,4/15/25,I3,GALPAR,1,1,
OTL,4/15/25,I3,SALCOL,1,2,
OTL,4/15/25,I4,Bare,7,,
OTL,4/15/25,I4,Litter,4,,
OTL,4/15/25,I4,AVEBAR,5,5,
OTL,4/15/25,I4,BRODIA,7,5,
OTL,4/15/25,I4,BROHOR,8,5,
OTL,4/15/25,I4,GERDIS,4,7,
OTL,4/15/25,I4,EROBOT,5,5,
OTL,4/15/25,I4,MADGRA,5,4,
OTL,4/15/25,I4,VISCAT,2,1,
OTL,4/15/25,I4,CLAPUR,1,5,
OTL,4/15/25,I4,DAUPUS,1,1,
OTL,4/15/25,I4,HYPGLA,1,2,
OTL,4/15/25,I4,EPI-1,1,1,
OTL,4/15/25,I5,Bare,25,,
OTL,4/15/25,I5,Litter,9,,
OTL,4/15/25,I5,AVEBAR,4,5,
OTL,4/15/25,I5,BRODIA,4,2,
OTL,4/15/25,I5,BROHOR,2,4,
OTL,4/15/25,I5,MADGRA,2,1,
OTL,4/15/25,I5,CLAPUR,1,2,
OTL,4/15/25,I5,ESCCAL,1,1,
OTL,4/15/25,I5,GALPAR,1,1,
OTL,4/15/25,I5,EPI-1,1,1,
OTL,4/15/25,I5,DAUPUS,1,1,
OTL,4/15/25,I5,AVEFAT,2,5,
OTL,4/15/25,I6,Bare,20,,
OTL,4/15/25,I6,Litter,8,,
OTL,4/15/25,I6,AVEBAR,5,5,
OTL,4/15/25,I6,AVEFAT,2,5,
OTL,4/15/25,I6,BRODIA,6,5,
OTL,4/15/25,I6,BROHOR,8,5,
OTL,4/15/25,I6,MADGRA,18,1,
OTL,4/15/25,I6,CLAPUR,1,4,
OTL,4/15/25,I6,EPI-1,1,1,
OTL,4/15/25,I6,GALPAR,3,8,
OTL,4/15/25,I6,HYPGLA,5,5,
OTL,4/15/25,I6,DAUPUS,1,4,
OTL,4/15/25,I7,Bare,20,,
OTL,4/15/25,I7,Litter,5,,
OTL,4/15/25,H8,Bare,5,,
OTL,4/15/25,H8,Litter,5,,
OTL,4/15/25,H8,AVEFAT,4,6,
OTL,4/15/25,H8,AVEBAR,1,5,
OTL,4/15/25,H8,BRODIA,15,7,
OTL,4/15/25,H8,BROHOR,5,5,
OTL,4/15/25,H8,BROMAD,1,5,
OTL,4/15/25,H8,STIPUL,2,2,
OTL,4/15/25,H8,ESCCAL,4,5,
OTL,4/15/25,H8,CORFIL,10,1,
OTL,4/15/25,H8,CENMEL,1,1,
OTL,4/15/25,H8,MICCAL,1,7,
OTL,4/15/25,I1,Bare,15,,
OTL,4/15/25,I1,Litter,20,,
OTL,4/15/25,I1,AVEBAR,15,5,
OTL,4/15/25,I1,BRODIA,10,5,
OTL,4/15/25,I1,BROHOR,2,1,
OTL,4/15/25,I1,VISCAT,5,4,
OTL,4/15/25,I1,MADGRA,1,1,
OTL,4/15/25,I1,EPI-1,1,1,
OTL,4/15/25,I1,TRIHIR,1,1,
OTL,4/15/25,I1,CLAPUR,1,6,
OTL,4/15/25,I1,EROBOT,2,5,
OTL,4/15/25,I1,TORARV,1,1,
OTL,4/15/25,I2,Bare,18,,
OTL,4/15/25,I2,Litter,12,,
OTL,4/15/25,I2,AVEFAT,3,7,
OTL,4/15/25,I2,AVEBAR,2,5,
OTL,4/15/25,I2,BRODIA,10,7,
OTL,4/15/25,I2,BROHOR,5,6,
OTL,4/15/25,I2,BROMAD,10,9,
OTL,4/15/25,I2,CENMEL,3,2,
OTL,4/15/25,I2,EPI-1,1,1,
OTL,4/15/25,I2,STIPUL,1,1,
OTL,4/15/25,I2,CORFIL,2,1,
OTL,4/15/25,I2,MICCAL,1,7,
OTL,4/15/25,I2,ELYCAP,1,2,
OTL,4/15/25,I3,Bare,12,,
OTL,4/15/25,I3,Litter,6,,
OTL,4/15/25,I3,AVEBAR,25,4,
OTL,4/15/25,I3,BRODIA,6,3,
OTL,4/15/25,I3,BROMAD,2,8,
OTL,4/15/25,I3,BROHOR,4,4,
OTL,4/15/25,I3,BROARE,2,10,
OTL,4/16/25,I7,AVEBAR,3,5,
OTL,4/16/25,I7,BROMAD,4,5,
OTL,4/16/25,I7,BROHOR,8,5,
OTL,4/16/25,I7,BRODIA,18,2,
OTL,4/16/25,I7,LUPBIC,10,7,
OTL,4/16/25,I7,EPI-1,1,1,
OTL,4/16/25,I7,MICCAL,1,6,
OTL,4/16/25,I7,ELYCAP,11,1,
OTL,4/16/25,I7,TRIHIR,1,1,
OTL,4/16/25,I7,CLAPUR,1,1,
OTL,4/16/25,I7,HOLVIR,1,1,
OTL,4/16/25,I7,PLAERE,1,7,
OTL,4/16/25,I7,AVEFAT,3,6,
OTL,4/16/25,I7,LACSER,1,1,
OTL,4/16/25,I8,Bare,8,,
OTL,4/16/25,I8,Litter,5,,
OTL,4/16/25,I8,AVEBAR,3,,
OTL,4/16/25,I8,BROHOR,25,5,
OTL,4/16/25,I8,BRODIA,0,,
OTL,4/16/25,I8,EPI-1,1,1,
OTL,4/16/25,I8,DAUPUS,1,1,
OTL,4/16/25,I8,MADGRA,14,,
OTL,4/16/25,I8,GALPAR,7,8,
OTL,4/16/25,I8,HYPGLA,2,2,
OTL,4/16/25,I8,SANBIP,1,1,
OTL,4/16/25,I8,CLAPUR,1,1,
OTL,4/16/25,I8,AIRCAR,1,2,
OTL,4/16/25,J1,Bare,20,,
OTL,4/16/25,J1,Litter,15,,
OTL,4/16/25,J1,AVEBAR,13,4,
OTL,4/16/25,J1,BROHOR,7,5,
OTL,4/16/25,J1,BRODIA,4,4,
OTL,4/16/25,J1,CLAPUR,1,6,
OTL,4/16/25,J1,DAUPUS,1,1,
OTL,4/16/25,J1,MADGRA,4,4,
OTL,4/16/25,J1,VISCAT,2,1,
OTL,4/16/25,J1,LUPBIC,1,1,
OTL,4/16/25,J1,TRIHIR,1,1,
OTL,4/16/25,J1,GALPAR,1,8,
OTL,4/16/25,J1,TORARV,1,1,
OTL,4/16/25,J1,GERDIS,1,7,
OTL,4/16/25,J1,EROBOT,1,8,
OTL,4/16/25,J2,Bare,5,,
OTL,4/16/25,J2,Litter,5,,
OTL,4/16/25,J2,AVEBAR,20,4,
OTL,4/16/25,J2,BRODIA,5,2,
OTL,4/16/25,J2,BROHOR,12,4,
OTL,4/16/25,J2,ESCCAL,25,4,
OTL,4/16/25,J2,GALPAR,6,8,
OTL,4/16/25,J2,CLAPUR,1,2,
OTL,4/16/25,J2,MADGRA,3,1,
OTL,4/16/25,J2,EPI-1,1,1,
OTL,4/16/25,J2,HYPGLA,3,1,
OTL,4/16/25,J2,LACSER,1,1,
OTL,4/16/25,J3,Bare,35,,
OTL,4/16/25,J3,Litter,6,,
OTL,4/16/25,J3,AVEBAR,7,5,
OTL,4/16/25,J3,BRODIA,7,2,
OTL,4/16/25,J3,BROHOR,2,5,
OTL,4/16/25,J3,BROMAD,2,2,
OTL,4/16/25,J3,HOLVIR,2,1,
OTL,4/16/25,J3,GALPAR,1,1,
OTL,4/16/25,J3,EPI-1,1,1,
OTL,4/16/25,J3,CLAPUR,1,2,
OTL,4/16/25,J3,ELYCAP,5,1,
OTL,4/16/25,J3,PLAERE,1,9,
OTL,4/16/25,J4,Bare,15,,
OTL,4/16/25,J4,Litter,20,,
OTL,4/16/25,J4,AVEBAR,20,4,
OTL,4/16/25,J4,BROMAD,3,6,
OTL,4/16/25,J4,BRODIA,20,5,
OTL,4/16/25,J4,EROCIC,5,5,
OTL,4/16/25,J4,SALCOL,1,5,
OTL,4/16/25,J4,BROARE,2,9,
OTL,4/16/25,J5,Bare,10,,
OTL,4/16/25,J5,Litter,20,,
OTL,4/16/25,J5,AVEBAR,10,,
OTL,4/16/25,J5,AVEFAT,2,8,
OTL,4/16/25,J5,BRODIA,10,8,
OTL,4/16/25,J5,BROHOR,4,7,
OTL,4/16/25,J5,BROMAD,6,9,
OTL,4/16/25,J5,CENMEL,9,2,
OTL,4/16/25,J5,CORFIL,8,1,
OTL,4/16/25,J5,STIPUL,3,1,
OTL,4/16/25,J5,EPI-1,1,1,
OTL,4/16/25,J6,Bare,15,,
OTL,4/16/25,J6,Litter,15,,
OTL,4/16/25,J6,AVEBAR,17,4,
OTL,4/16/25,J6,BROHOR,6,6,
OTL,4/16/25,J6,BRODIA,4,6,
OTL,4/16/25,J6,BROMAD,2,5,
OTL,4/16/25,J6,CLAPUR,1,6,
OTL,4/16/25,J6,HOLVIR,7,1,
OTL,4/16/25,J6,UNKCAR,3,1,
OTL,4/16/25,J6,PLAERE,1,10,
OTL,4/16/25,J6,MICCAL,1,10,
OTL,4/16/25,J7,Bare,50,,
OTL,4/16/25,J7,Litter,7,,
OTL,4/16/25,J7,AVEBAR,7,5,
OTL,4/16/25,J7,BRODIA,4,4,
OTL,4/16/25,J7,BROMAD,2,5,
OTL,4/16/25,J7,BROARE,3,9,
OTL,4/16/25,J7,EROCIC,2,6,
OTL,4/16/25,J7,UNKCAR,4,1,
OTL,4/16/25,J7,SALCOL,1,6,
OTL,4/16/25,J7,ESCCAL,1,1,
OTL,4/16/25,J7,AMSMEN,2,7,
OTL,4/16/25,J8,Bare,19,,
OTL,4/16/25,J8,Litter,13,,
OTL,4/16/25,J8,AVEFAT,1,9,
OTL,4/16/25,J8,AVEBAR,3,5,
OTL,4/16/25,J8,BRODIA,15,7,
OTL,4/16/25,J8,BROHOR,3,6,
OTL,4/16/25,J8,BROMAD,2,8,
OTL,4/16/25,J8,STIPUL,10,4,
OTL,4/16/25,J8,CENMEL,6,2,
OTL,4/16/25,J8,ESCCAL,5,1,
OTL,4/16/25,J8,MICCAL,1,8,
OTL,4/16/25,J8,CORFIL,6,1,
ACR,5/18/22,1,JUNCUS,2,bu-fl.fir,
ACR,5/18/22,1,BROHOR,9,"fl, C",
ACR,5/18/22,1,PURPLE BORAGE,1,bu-fl. C,
ACR,5/18/22,1,GALOM,4,"veg, might be 2 galiums, C",
ACR,5/18/22,1,BABYS BREATH,3,"fl, C",
ACR,5/18/22,1,SANICO,5,"not bipinna, less toothy, veg",
ACR,5/18/22,1,CLARKA,2,veg,
ACR,5/18/22,1,APHANES,1,veg?,
ACR,5/18/22,1,HAIRY GRASS,45,"bud-fl, C",
ACR,5/18/22,1,FUZZY DANDELION,1,fl,
ACR,5/18/22,1,TRIFOLIUM,2,"bud-fl-fr, C",
ACR,5/18/22,1,UNK CARROT-1,1,veg,
ACR,5/18/22,1,BRIZA MINOR,1,fl-fr,
ACR,5/18/22,1,SANBID,2,"bipinnatitida, fl, C",
ACR,5/18/22,1,ACMISPON,3,"pink/white fl, fl, C",
ACR,5/18/22,1,STRAPPY BULB,2,"probably dicap, veg",
ACR,5/18/22,1,FUZZY TRIFOLIUM,1,"fl, cup-like",
ACR,5/18/22,1,LItter,5,,
ACR,5/18/22,1,RO,0,,
ACR,5/18/22,1,BG,0,,
ACR,5/18/22,2,JUNCUS ,1,,
ACR,5/18/22,2,BROHOR,8,,
ACR,5/18/22,2,HAIM GRASS,25,,
ACR,5/18/22,2,SANICULA,5,,
ACR,5/18/22,2,TRITOL SKINNY,3,,
ACR,5/18/22,2,PURPLE BOR,1,,
ACR,5/18/22,2,GALIUM,2,,
ACR,5/18/22,2,BRIZA MINOR,1,,
ACR,5/18/22,2,LUPBIC,1,C,
ACR,5/18/22,2,FUZZY TRI,1,"pink, C",
ACR,5/18/22,2,SANBIP,4,,
ACR,5/18/22,2,BABYS BREATH,1,,
ACR,5/18/22,2,ACMISPON ,1,,
ACR,5/18/22,2,HYPOCHAERIS,3,C,
ACR,5/18/22,2,UNK FUZZY FORB-1,2,opp lyss,
ACR,5/18/22,2,UNK FUZZY FORB-2,1,C,
ACR,5/18/22,2,NOT FUZZY TRI,1,"not fuzzy, white/pink fl, white cup, C",
ACR,5/18/22,2,PURPLE TRITOL,1,"purple fuz, 11:23",
ACR,5/18/22,2,UNK BROME,2,11:28 AM,
ACR,5/18/22,2,LEPTOSIPHON,1,,
ACR,5/18/22,2,TRIDIUM NOTCH,1,notched and reflexxed,
ACR,5/18/22,2,UNK CARROT-1,1,,
ACR,5/18/22,2,L,2,,
ACR,5/18/22,2,RO,0,,
ACR,5/18/22,2,B,3,,
ACR,5/18/22,3,BROHOR,5,,
ACR,5/18/22,3,UNK-BROINE,2,"could be more, early",
ACR,5/18/22,3,FUZZY GRASS,7,,
ACR,5/18/22,3,BABY BREATH,2,,
ACR,5/18/22,3,LUPBIC,6,,
ACR,5/18/22,3,CASRUB,2,C,
ACR,5/18/22,3,LEPTOSIPHON,7,,
ACR,5/18/22,3,APHARES,3,,
ACR,5/18/22,3,GALIUM,3,,
ACR,5/18/22,3,ACMISPON,2,,
ACR,5/18/22,3,HYPOCHAERIS,10,,
ACR,5/18/22,3,UNK-FORB-1,4,,
ACR,5/18/22,3,POR BOR,1,,
ACR,5/18/22,3,PURPLE FUZZ,2,,
ACR,5/18/22,3,SKINNY TRI,2,,
ACR,5/18/22,3,FUZZY PINK BA,2,,
ACR,5/18/22,3,UNK FORB 2,1,,
ACR,5/18/22,3,FESMIC,1,C,
ACR,5/18/22,3,BRIZA MINOR,1,,
ACR,5/18/22,3,ROCK,0,,
ACR,5/18/22,3,BG,3,,
ACR,5/18/22,3,LITTER,3,,
ACR,5/18/22,4,BROHOR,5,,
ACR,5/18/22,4,BABYS BREATH,5,,
ACR,5/18/22,4,FESMIC,4,,
ACR,5/18/22,4,BRIZA MINOR,2,fl+fr here,
ACR,5/18/22,4,ACMISPON,6,,
ACR,5/18/22,4,GALIUM,5,,
ACR,5/18/22,4,PIP CAP,1,,
ACR,5/18/22,4,LUPBIC,1,,
ACR,5/18/22,4,JUNCUS,1,,
ACR,5/18/22,4,SANICULA,1,,
ACR,5/18/22,4,HYPOCHAERIS,2,,
ACR,5/18/22,4,FINE CARROT-2,1,,
ACR,5/18/22,4,APHANES,1,,
ACR,5/18/22,4,FIUZZY ,2,,
ACR,5/18/22,4,BIG SKINNY TRI,1,,
ACR,5/18/22,4,FUZZY PINK BALL,1,,
ACR,5/18/22,4,L,3,,
ACR,5/18/22,4,R,1,,
ACR,5/18/22,4,BG,9,,
ACR,5/18/22,5,HAIRY GRASS,20,,
ACR,5/18/22,5,BROHOR,1,,
ACR,5/18/22,5,ACMISPON,5,,
ACR,5/18/22,5,ACMWRA,1,C,
ACR,5/18/22,5,LUPBIC,16,,
ACR,5/18/22,5,GALIUM ,3,,
ACR,5/18/22,5,UNK CARROT-2,10,,
ACR,5/18/22,5,UNK BROME,2,,
ACR,5/18/22,5,ERODIUM SP,2,MOSCHATUN OR CICUTARIUM,
ACR,5/18/22,5,UNK FUZZY LORB-1,2,,
ACR,5/18/22,5,FUZZY PINK BALL,5,,
ACR,5/18/22,5,SARICULA,2,,
ACR,5/18/22,5,PURPLE BOR,1,,
ACR,5/18/22,5,BABYS BREATH,1,,
ACR,5/18/22,5,FLS MIC,1,,
ACR,5/18/22,5,APHANES,1,,
ACR,5/18/22,5,CASRUB,1,,
ACR,5/18/22,5,HYPOCHAERIS,4,,
ACR,5/18/22,5,SANBIP,1,,
ACR,5/18/22,5,BIG SKINNY TRI,1,C,
ACR,5/18/22,5,CLARKIA,1,,
ACR,5/18/22,5,R,0,,
ACR,5/18/22,5,L1,4,,
ACR,5/18/22,5,BG,1,,
ACR,5/18/22,6,BROHOR,2,,
ACR,5/18/22,6,AVEBAR,1,C,
ACR,5/18/22,6,FESMIC,1,probably myuros,
ACR,5/18/22,6,HAIRY GRASS,3,,
ACR,5/18/22,6,UNK BROME,1,,
ACR,5/18/22,6,LUPBIC,10,,
ACR,5/18/22,6,ACMISPON ,5,,
ACR,5/18/22,6,LEPTOSIPHON,1,,
ACR,5/18/22,6,HYPOCHAERIS,3,,
ACR,5/18/22,6,BABYS BREATH,2,,
ACR,5/18/22,6,UNK PURPLE-1,1,C,
ACR,5/18/22,6,RUMEX ,1,C,
ACR,5/18/22,6,PLAG NOTH,7,C,
ACR,5/18/22,6,GALIUM ,5,,
ACR,5/18/22,6,PHANES,1,,
ACR,5/18/22,6,ACMWRA,1,,
ACR,5/18/22,6,UNK CARROT-2,4,,
ACR,5/18/22,6,FUZZY PINK BALL,3,,
ACR,5/18/22,6,BIG SKINNY PURPLE,1,or fuzzy purple,
ACR,5/18/22,6,SANICULA,1,,
ACR,5/18/22,6,SANBIP,2,,
ACR,5/18/22,6,ESCCAL,2,"unk fuzzy forb-4, clarkia",ask brooke about acr comp file
ACR,5/18/22,6,CAS RUB,1,,
ACR,5/18/22,7,BROHOR,1,,
ACR,5/18/22,7,CRYPTANTHA,1,C,
ACR,5/18/22,7,PLA  NOTH,4,,
ACR,5/18/22,7,ACMISPON ,3,,
ACR,5/18/22,7,UNK CARROT-2,3,,
ACR,5/18/22,7,RUMEX ,2,,
ACR,5/18/22,7,FESMIC,2,,
ACR,5/18/22,7,AVEBAR,1,,
ACR,5/18/22,7,GALIUM ,3,,
ACR,5/18/22,7,APHANES,1,,
ACR,5/18/22,7,LEPTOSIPHON,1,,
ACR,5/18/22,7,BABYS BREATH,2,,
ACR,5/18/22,7,LUPBIC,4,,
ACR,5/18/22,7,FUZZY PINK BALL,2,,
ACR,5/18/22,7,UNK PURPLE-1,1,,
ACR,5/18/22,7,ESCCAL,2,,
ACR,5/18/22,7,SANICLASP,2,,
ACR,5/18/22,7,SANBIP,3,,
ACR,5/18/22,7,EROMOS,3,C,
ACR,5/18/22,7,FUZZY PURPLE,2,,
ACR,5/18/22,7,HYPOCHAERIS,2,,
ACR,5/18/22,7,CASRUB,1,,
ACR,5/18/22,7,UNK BROME,1,,
ACR,5/18/22,7,UNK FORB-4,1,,
ACR,5/18/22,7,CLARKIA ,1,,
ACR,5/18/22,7,AMWRA,1,,
ACR,5/18/22,7,THICK UNK GRASS,1,"BIG THICK GRASS, C",
ACR,5/18/22,7,UNK FUZZY FORB-1,2,,
ACR,5/18/22,7,UNK CARROT-1,1,1:40,
ACR,5/18/22,7,UNK GREEN-FORB,1,,
ACR,5/18/22,7,LI,1,,
ACR,5/18/22,7,RO,0,,
ACR,5/18/22,7,BG,2,,
ACR,5/18/22,8,BABYS BREATH,3,,
ACR,5/18/22,8,CLARKIA,2,,
ACR,5/18/22,8,APHANES,1,,
ACR,5/18/22,8,ESCCAL,2,,
ACR,5/18/22,8,UNK CARROT-1,1,,
ACR,5/18/22,8,UNK FORB 3,1,,
ACR,5/18/22,8,UNK FORB 4,1,,
ACR,5/18/22,8,LI,4,,
ACR,5/18/22,8,RO,0,,
ACR,5/18/22,8,BG,3,,
ACR,5/18/22,9,BROHOR,2,,
ACR,5/18/22,9,UNKBROME,2,,
ACR,5/18/22,9,LUPBIC,7,,
ACR,5/18/22,9,BABYS BREATH,2,,
ACR,5/18/22,9,UNK CARROT-2,3,,
ACR,5/18/22,9,APHANES,1,,
ACR,5/18/22,9,ACMISPON,4,,
ACR,5/18/22,9,CLARKIA,2,,
ACR,5/18/22,9,UNK FORB-3,1,,
ACR,5/18/22,9,HYPOCHAERIS,3,,
ACR,5/18/22,9,GALIUM,5,,
ACR,5/18/22,9,SANBIP,3,,
ACR,5/18/22,9,SARICULA,2,,
ACR,5/18/22,9,ESCAL,1,,
ACR,5/18/22,9,CASRUB,1,,
ACR,5/18/22,9,HAIRY GRASS,1,,
ACR,5/18/22,9,CRYPTANTHA,2,,
ACR,5/18/22,9,PUR BOR,1,,
ACR,5/18/22,9,LI ,2,,
ACR,5/18/22,9,RO,0,,
ACR,5/18/22,9,BG,6,,
ACR,5/18/22,10,BIG THICK GRASS,5,,
ACR,5/18/22,10,BROHOR,1,,
ACR,5/18/22,10,HAIRY GRASS,2,,
ACR,5/18/22,10,FESMIC,2,,
ACR,5/18/22,10,UNNK BROME,2,,
ACR,5/18/22,10,BABYS BREATH,1,,
ACR,5/18/22,10,SKINNY PURPLE TRI,1,,
ACR,5/18/22,10,AMISPON,12,,
ACR,5/18/22,10,GALIUM ,6,,
ACR,5/18/22,10,RABBIT TAIL GRASS,1,,
ACR,5/18/22,10,PURPLE BOR,1,,
ACR,5/18/22,10,LUPBIC,1,,
ACR,5/18/22,10,SANBIP,1,,
ACR,5/18/22,10,UNK FORB 2,1,,
ACR,5/18/22,10,UNK PURPLE 2,1,,
ACR,5/18/22,10,UNK CARROT 1,1,,
ACR,5/18/22,10,UNK CARROT 2,1,,
ACR,5/18/22,10,ESCCAL,1,,
ACR,5/18/22,10,UNK FORB 1,2,,
ACR,5/18/22,10,LI,1,,
ACR,5/18/22,10,RO,0,,
ACR,5/18/22,10,BG,3,,
ACR,5/18/22,,,,last part of doc has percentages?,
MCL,5/16/22,1,AVIFAT,1,,
MCL,5/16/22,1,UNK BROME,2,,
MCL,5/16/22,1,MEDUSA,1,,
MCL,5/16/22,1,BROHOR,2,,
MCL,5/16/22,2,AVEFAT,1,,
MCL,5/16/22,2,UNK BROME,1,,
MCL,5/16/22,2,MEDUSA,25,,
MCL,5/16/22,2,BROHOR,1,,
MCL,5/16/22,3,AVEFAT,1,,
MCL,5/16/22,3,UNK BROME,2,,
MCL,5/16/22,3,JUNCUS,2,,
MCL,5/16/22,3,MEDUSA,25,,
MCL,5/16/22,3,BROHOR,1,,
MCL,5/16/22,3,LO GFIA,1,,
MCL,5/16/22,4,AVEFAT,2,,
MCL,5/16/22,4,UNK BROME,0,,
MCL,5/16/22,4,MEDUSA,3,,
MCL,5/16/22,4,BROHOR,2,,
MCL,5/16/22,5,AVEFAT,3,,
MCL,5/16/22,5,UNK BRO,0,,
MCL,5/16/22,5,MEDUSA,9,,
MCL,5/16/22,5,BROHOR,2,,
MCL,5/16/22,6,AVEFAT,1,,
MCL,5/16/22,6,MEDUSA,2,,
MCL,5/16/22,6,BROHOR,1,,
MCL,5/16/22,7,AVEFAT,3,,
MCL,5/16/22,7,UNK BRO,2,,
MCL,5/16/22,7,BROHOR,2,,
MCL,5/16/22,7,BROMAD ,1,,
MCL,5/16/22,7,LOGFIA,1,,
MCL,5/16/22,8,AVEFAT,1,,
MCL,5/16/22,8,UNK BRO,1,,
MCL,5/16/22,8,MEDUSA,1,,
MCL,5/16/22,8,BROHOR,1,,
MCL,5/16/22,9,AVEFAT,2,,
MCL,5/16/22,9,UNK BRO,1,,
MCL,5/16/22,9,MEDUSA,1,,
MCL,5/16/22,9,BROHOR,1,,
MCL,5/16/22,10,AVEFAT,2,,
MCL,5/16/22,10,UNK BRO,9,,
MCL,5/16/22,10,MEDUSA,2,,
MCL,5/16/22,10,BROHOR,1,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
MCL,5/16/22,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
ACR,,,,,,
